Segmentname_FV2310,Unnamed: 0_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Qualifier_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310,diff,Segmentname_FV2404,Unnamed: 0_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404
Referenz auf ID der Tranche,119,SG34,RFF,1153,00082,Z20,,Tranche,X,,,Referenz auf ID der Tranche,119,SG34,RFF,1153,00082,Z20,,Tranche,X,
Referenz auf ID der Tranche,120,SG34,RFF,1154,00082,,,ID der Tranche,X [950],[950] Format: Marktlokations-ID,,Referenz auf ID der Tranche,120,SG34,RFF,1154,00082,,,ID der Tranche,X [950],[950] Format: Marktlokations-ID
Erforderliches Messprodukt der Messlokation,121,SG29,,,,,,,Muss ([2003] ∧ [545]) ⊻ ([2007] ∧ [557]),"[545] Hinweis: Es werden nur die Messprodukte der Messlokationen angegeben, die für die in der SG2 genannte Marktlokation bzw. deren Tranchen erforderlich sind. Messprodukte an der Messlokation für weitere Marktlokationen bleiben unverändert.
[557] Hinweis: Es werden nur die Messprodukte der Messlokationen angegeben, die für die in der SG2 genannte Netzlokation erforderlich sind. Messprodukte an der Messlokation für weitere Netzlokationen oder Marktlokationen bleiben unverändert.
[2003] Die SG29 ist so oft zu wiederholen, wie ab dem DTM+203 (Ausführungsdatum) Messlokationen zu der in der SG2 genannten Marktlokation vorhanden sind und für jede dieser Messlokationen müssen alle Messprodukte genannt sein, die ab dem DTM+203 (Ausführungsdatum) in der SG2 genannten Marktlokation bzw. deren Tranchen vorhanden sind.
[2007] Die SG29 ist so oft zu wiederholen, wie ab dem DTM+203 (Ausführungsdatum) Messlokationen zu der in der SG2 genannten Netzlokation vorhanden sind und für jede dieser Messlokationen müssen alle Messprodukte genannt sein, die ab dem DTM+203 (Ausführungsdatum) in der SG2 genannten Netzlokation vorhanden sind.",,Erforderliches Messprodukt der Messlokation,121,SG29,,,,,,,Muss ([2003] ∧ [545]) ⊻ ([2007] ∧ [557]),"[545] Hinweis: Es werden nur die Messprodukte der Messlokationen angegeben, die für die in der SG2 genannte Marktlokation bzw. deren Tranchen erforderlich sind. Messprodukte an der Messlokation für weitere Marktlokationen bleiben unverändert.
[557] Hinweis: Es werden nur die Messprodukte der Messlokationen angegeben, die für die in der SG2 genannte Netzlokation erforderlich sind. Messprodukte an der Messlokation für weitere Netzlokationen oder Marktlokationen bleiben unverändert.
[2003] Die SG29 ist so oft zu wiederholen, wie ab dem DTM+203 (Ausführungsdatum) Messlokationen zu der in der SG2 genannten Marktlokation vorhanden sind und für jede dieser Messlokationen müssen alle Messprodukte genannt sein, die ab dem DTM+203 (Ausführungsdatum) in der SG2 genannten Marktlokation bzw. deren Tranchen vorhanden sind.
[2007] Die SG29 ist so oft zu wiederholen, wie ab dem DTM+203 (Ausführungsdatum) Messlokationen zu der in der SG2 genannten Netzlokation vorhanden sind und für jede dieser Messlokationen müssen alle Messprodukte genannt sein, die ab dem DTM+203 (Ausführungsdatum) in der SG2 genannten Netzlokation vorhanden sind."
Erforderliches Messprodukt der Messlokation,122,SG29,LIN,,00083,,,,Muss,,,Erforderliches Messprodukt der Messlokation,122,SG29,LIN,,00083,,,,Muss,
Erforderliches Messprodukt der Messlokation,123,SG29,LIN,1082,00083,,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend",,Erforderliches Messprodukt der Messlokation,123,SG29,LIN,1082,00083,,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend"
Erforderliches Messprodukt der Messlokation,124,SG29,LIN,1229,00083,Messlokation,,,Z19,,,Erforderliches Messprodukt der Messlokation,124,SG29,LIN,1229,00083,Messlokation,,,Z19,
Erforderliches Messprodukt der Messlokation,125,SG29,PIA,,00084,,,,Muss,,,Erforderliches Messprodukt der Messlokation,125,SG29,PIA,,00084,,,,Muss,
Erforderliches Messprodukt der Messlokation,126,SG29,PIA,4347,00084,,,,5,,,Erforderliches Messprodukt der Messlokation,126,SG29,PIA,4347,00084,,,,5,
Erforderliches Messprodukt der Messlokation,127,SG29,PIA,7140,00084,,,Messprodukt-Code,X [100],"[100] Messprodukt-Code aus dem Kapitel 2.3 ""Standard- Messprodukte der Messlokation"" der Codeliste der Konfigurationen",,Erforderliches Messprodukt der Messlokation,127,SG29,PIA,7140,00084,,,Messprodukt-Code,X [100],"[100] Messprodukt-Code aus dem Kapitel 2.3 ""Standard- Messprodukte der Messlokation"" der Codeliste der Konfigurationen"
Erforderliches Messprodukt der Messlokation,128,SG29,PIA,7143,00084,Z11,,Messprodukt,X,,,Erforderliches Messprodukt der Messlokation,128,SG29,PIA,7143,00084,Z11,,Messprodukt,X,
Weitere Beschreibung erforderliches Messprodukt,129,SG30,,,,,,,Muss,,,Weitere Beschreibung erforderliches Messprodukt,129,SG30,,,,,,,Muss,
Weitere Beschreibung erforderliches Messprodukt,130,SG30,CCI,,00085,,,,Muss,,,Weitere Beschreibung erforderliches Messprodukt,130,SG30,CCI,,00085,,,,Muss,
Weitere Beschreibung erforderliches Messprodukt,131,SG30,CCI,7059,00085,erforderlicher Wert,,,Z35,,,Weitere Beschreibung erforderliches Messprodukt,131,SG30,CCI,7059,00085,erforderlicher Wert,,,Z35,
Notwendigkeit einer zweiten Messung,132,SG30,CAV,,00086,,,,Muss,,,Notwendigkeit einer zweiten Messung,132,SG30,CAV,,00086,,,,Muss,
Notwendigkeit einer zweiten Messung,133,SG30,CAV,7111,00086,ZC9,,Zweite Messung für Vergleichsmessung erforderlich,X,,,Notwendigkeit einer zweiten Messung,133,SG30,CAV,7111,00086,ZC9,,Zweite Messung für Vergleichsmessung erforderlich,X,
Notwendigkeit einer zweiten Messung,134,SG30,CAV,7110,00086,Z06,,vorhanden,X,,,Notwendigkeit einer zweiten Messung,134,SG30,CAV,7110,00086,Z06,,vorhanden,X,
Notwendigkeit einer zweiten Messung,135,SG30,CAV,7110,,Z07,,nicht vorhanden,X,,,Notwendigkeit einer zweiten Messung,135,SG30,CAV,7110,,Z07,,nicht vorhanden,X,
Werteübermittlung an den NB aufgrund weiterem Verwendungszweck,136,SG30,CAV,,00087,,,,Muss,,,Werteübermittlung an den NB aufgrund weiterem Verwendungszweck,136,SG30,CAV,,00087,,,,Muss,
Werteübermittlung an den NB aufgrund weiterem Verwendungszweck,137,SG30,CAV,7111,00087,Z88,,NB,X,,,Werteübermittlung an den NB aufgrund weiterem Verwendungszweck,137,SG30,CAV,7111,00087,Z88,,NB,X,
Werteübermittlung an den NB aufgrund weiterem Verwendungszweck,138,SG30,CAV,7110,00087,Z06,,vorhanden,X,,,Werteübermittlung an den NB aufgrund weiterem Verwendungszweck,138,SG30,CAV,7110,00087,Z06,,vorhanden,X,
Werteübermittlung an den NB aufgrund weiterem Verwendungszweck,139,SG30,CAV,7110,,Z07,,nicht vorhanden,X,,,Werteübermittlung an den NB aufgrund weiterem Verwendungszweck,139,SG30,CAV,7110,,Z07,,nicht vorhanden,X,
Zugeordnete Zählzeitdefinition,140,SG30,,,,,,,Muss [86],"[86] Wenn in derselben SG29 mit Z19 in LIN DE1229 (Erforderliches Messprodukt der Messlokation) das PIA+5 DE7140 mit einem Messprodukt aus Codeliste der Konfigurationen Kapitel 2.3.1 ""Standard-Messprodukt der Messlokation mit der Wahlmöglichkeit der Zuordnung einer Zählzeit"" vorhanden ist",,Zugeordnete Zählzeitdefinition,140,SG30,,,,,,,Muss [86],"[86] Wenn in derselben SG29 mit Z19 in LIN DE1229 (Erforderliches Messprodukt der Messlokation) das PIA+5 DE7140 mit einem Messprodukt aus Codeliste der Konfigurationen Kapitel 2.3.1 ""Standard-Messprodukt der Messlokation mit der Wahlmöglichkeit der Zuordnung einer Zählzeit"" vorhanden ist"
Zugeordnete Zählzeitdefinition,141,SG30,CCI,,00088,,,,Muss,,,Zugeordnete Zählzeitdefinition,141,SG30,CCI,,00088,,,,Muss,
Zugeordnete Zählzeitdefinition,142,SG30,CCI,7059,00088,Messprodukt erforderlich,,,Z39 Z41,[75] Wenn für den erforderlichen Wert keine Zählzeit benötigt wird,,Zugeordnete Zählzeitdefinition,142,SG30,CCI,7059,00088,Messprodukt erforderlich,,,Z39 Z41,[75] Wenn für den erforderlichen Wert keine Zählzeit benötigt wird
Zugeordnete Zählzeitdefinition,143,SG30,CCI,7037,00088,,,Code der Zählzeitdefinition,X [77],[77] Wenn im selben CCI im DE7059 der Code Z39 (Code der Zählzeitdefinition) vorhanden ist,,Zugeordnete Zählzeitdefinition,143,SG30,CCI,7037,00088,,,Code der Zählzeitdefinition,X [77],[77] Wenn im selben CCI im DE7059 der Code Z39 (Code der Zählzeitdefinition) vorhanden ist
Referenz auf ID der Messlokation,144,SG34,,,,,,,Muss,,,Referenz auf ID der Messlokation,144,SG34,,,,,,,Muss,
Referenz auf ID der Messlokation,145,SG34,RFF,,00089,,,,Muss,,,Referenz auf ID der Messlokation,145,SG34,RFF,,00089,,,,Muss,
Referenz auf ID der Messlokation,146,SG34,RFF,1153,00089,Z19,,Messlokation,X,,,Referenz auf ID der Messlokation,146,SG34,RFF,1153,00089,Z19,,Messlokation,X,
Referenz auf ID der Messlokation,147,SG34,RFF,1154,00089,,,ID der Messlokation,X [951],[951] Format: Zählpunktbezeichnung,,Referenz auf ID der Messlokation,147,SG34,RFF,1154,00089,,,ID der Messlokation,X [951],[951] Format: Zählpunktbezeichnung
Erforderliches Messprodukt der Netzlokation,148,SG29,,,,,,,Muss [132],[132] Wenn in LOC+172 DE3225 (Meldepunkt) die ID einer Netzlokation angegeben ist,,Erforderliches Messprodukt der Netzlokation,148,SG29,,,,,,,Muss [132],[132] Wenn in LOC+172 DE3225 (Meldepunkt) die ID einer Netzlokation angegeben ist
Erforderliches Messprodukt der Netzlokation,149,SG29,LIN,,00090,,,,Muss,,,Erforderliches Messprodukt der Netzlokation,149,SG29,LIN,,00090,,,,Muss,
Erforderliches Messprodukt der Netzlokation,150,SG29,LIN,1082,00090,,,Positionsnummer,X [903],[903] Format: Möglicher Wert: 1,,Erforderliches Messprodukt der Netzlokation,150,SG29,LIN,1082,00090,,,Positionsnummer,X [903],[903] Format: Möglicher Wert: 1
Erforderliches Messprodukt der Netzlokation,151,SG29,LIN,1229,00090,der Netzlokation,,,Z53,,,Erforderliches Messprodukt der Netzlokation,151,SG29,LIN,1229,00090,der Netzlokation,,,Z53,
Erforderliches Messprodukt der Netzlokation,152,SG29,PIA,,00091,,,,Muss,,,Erforderliches Messprodukt der Netzlokation,152,SG29,PIA,,00091,,,,Muss,
Erforderliches Messprodukt der Netzlokation,153,SG29,PIA,4347,00091,,,,5,,,Erforderliches Messprodukt der Netzlokation,153,SG29,PIA,4347,00091,,,,5,
Erforderliches Messprodukt der Netzlokation,154,SG29,PIA,7140,00091,,,Produkt-/Leistungsnummer,X [140],"[140] Messprodukt-Code aus dem Kapitel 2.4 ""Standard- Messprodukte der Netzlokation"" der Codeliste der Konfigurationen",,Erforderliches Messprodukt der Netzlokation,154,SG29,PIA,7140,00091,,,Produkt-/Leistungsnummer,X [140],"[140] Messprodukt-Code aus dem Kapitel 2.4 ""Standard- Messprodukte der Netzlokation"" der Codeliste der Konfigurationen"
Erforderliches Messprodukt der Netzlokation,155,SG29,PIA,7143,00091,Z11,,Messprodukt,X,,,Erforderliches Messprodukt der Netzlokation,155,SG29,PIA,7143,00091,Z11,,Messprodukt,X,
Messprodukt für Netzbetreiber relevant,156,SG30,,,,,,,Muss,,,Messprodukt für Netzbetreiber relevant,156,SG30,,,,,,,Muss,
Messprodukt für Netzbetreiber relevant,157,SG30,CCI,,00092,,,,Muss,,,Messprodukt für Netzbetreiber relevant,157,SG30,CCI,,00092,,,,Muss,
Messprodukt für Netzbetreiber relevant,158,SG30,CCI,7037,00092,ZA8,,NB,X,,,Messprodukt für Netzbetreiber relevant,158,SG30,CCI,7037,00092,ZA8,,NB,X,
Verwendungszweck der Werte,159,SG30,CAV,,00093,,,,Muss,,,Verwendungszweck der Werte,159,SG30,CAV,,00093,,,,Muss,
Verwendungszweck der Werte,160,SG30,CAV,7111,00093,ZD1,,Blindarbeitabrechnung / Betriebsführung,X,,,Verwendungszweck der Werte,160,SG30,CAV,7111,00093,ZD1,,Blindarbeitabrechnung / Betriebsführung,X,
Messprodukt für Lieferant relevant,161,SG30,,,,,,,Muss,,,Messprodukt für Lieferant relevant,161,SG30,,,,,,,Muss,
Messprodukt für Lieferant relevant,162,SG30,CCI,,00094,,,,Muss,,,Messprodukt für Lieferant relevant,162,SG30,CCI,,00094,,,,Muss,
Messprodukt für Lieferant relevant,163,SG30,CCI,7037,00094,ZA7,,LF,X,,,Messprodukt für Lieferant relevant,163,SG30,CCI,7037,00094,ZA7,,LF,X,
Verwendungszweck der Werte,164,SG30,CAV,,00095,,,,Muss,,,Verwendungszweck der Werte,164,SG30,CAV,,00095,,,,Muss,
Verwendungszweck der Werte,165,SG30,CAV,7111,00095,ZD1,,Blindarbeitabrechnung / Betriebsführung,X [2P1..1],,,Verwendungszweck der Werte,165,SG30,CAV,7111,00095,ZD1,,Blindarbeitabrechnung / Betriebsführung,X [2P1..1],
Verwendungszweck der Werte,166,SG30,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [12P1..1],,,Verwendungszweck der Werte,166,SG30,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [12P1..1],
Abschnitts-Kontrollsegment,167,,UNS,,00123,,,,Muss,,,Abschnitts-Kontrollsegment,167,,UNS,,00123,,,,Muss,
Abschnitts-Kontrollsegment,168,,UNS,0081,00123,und Summenteil,,,S,,,Abschnitts-Kontrollsegment,168,,UNS,0081,00123,und Summenteil,,,S,
Nachrichten-Endesegment,169,,UNT,,00125,,,,Muss,,,Nachrichten-Endesegment,169,,UNT,,00125,,,,Muss,
Nachrichten-Endesegment,170,,UNT,0074,00125,,,Anzahl der Segmente in einer Nachricht,X,,,Nachrichten-Endesegment,170,,UNT,0074,00125,,,Anzahl der Segmente in einer Nachricht,X,
Nachrichten-Endesegment,171,,UNT,0062,00125,,,Nachrichten-Referenznummer,X,,,Nachrichten-Endesegment,171,,UNT,0062,00125,,,Nachrichten-Referenznummer,X,
