Segmentname_FV2410,Unnamed: 0_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,diff,Segmentname_FV2504,Unnamed: 0_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Qualifier_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504
Operator / Operation,97,SG9,CAV,7111,,Z83,,Positivwert,X [12],"[11] Wenn in SG8 SEQ+Z37 SG9 CCI+++Z86 CAV+Z69/Z70 (Addition / Subtraktion) vorhanden, darf es in dem Vorgang beliebig viele weitere SG8 SEQ+Z37 mit identischem Rechenschrittidentifikato r geben, die jedoch ausschließlich die Operatoren Z69/Z70 enthalten dürfen
[12] Wenn in SG8 SEQ+Z37 SG9 CCI+++Z86 CAV+Z83 (Positivwert) vorhanden, darf es in dem Vorgang keine weitere SG8 SEQ+Z37 mit identischem Rechenschrittidentifikato r geben
[13] Wenn in SG8 SEQ+Z37 SG9 CCI+++Z86 CAV+Z80/Z81 (Divisor / Dividend) vorhanden, muss in diesem Vorgang genau eine zweite SG8 SEQ+Z37 mit identischen Rechenschrittidentifikato r vorhanden sein, sodass das eine SG8 SEQ+Z37 den Operator Z80 (Divisor) und das andere SG8 SEQ+Z37 den Operator Z81 (Dividend) enthält
[14] Wenn in SG8 SEQ+Z37 SG9 CCI+++Z86 CAV+Z82 (Faktor) vorhanden, darf es in dem Vorgang beliebig viele weitere SG8 SEQ+Z37 mit identischem Rechenschrittidentifikato r geben, die jedoch ausschließlich CAV+Z82 enthalten
[15] Wenn in einem SG5 IDE+24 nur eine SEQ+Z37 mit einer SG8 RFF+Z19 (Messlokation) vorhanden ist",,Operator / Operation,99,SG9,CAV,7111,,Z83,,Positivwert,X [12],"[11] Wenn in SG8 SEQ+Z37 SG9 CCI+++Z86 CAV+Z69/Z70 (Addition / Subtraktion) vorhanden, darf es in dem Vorgang beliebig viele weitere SG8 SEQ+Z37 mit identischem Rechenschrittidentifikator mit derselben Zeitraum-ID geben, die jedoch ausschließlich die Operatoren Z69/Z70 enthalten dürfen
[12] Wenn in SG8 SEQ+Z37 SG9 CCI+++Z86 CAV+Z83 (Positivwert) vorhanden, darf es in dem Vorgang keine weitere SG8 SEQ+Z37 mit identischem Rechenschrittidentifikator und derselben Zeitraum-ID geben
[13] Wenn in SG8 SEQ+Z37 SG9 CCI+++Z86 CAV+Z80/Z81 (Divisor / Dividend) vorhanden, muss in diesem Vorgang genau eine zweite SG8 SEQ+Z37 mit identischen Rechenschrittidentifikator und derselben Zeitraum-ID vorhanden sein, sodass das eine SG8 SEQ+Z37 den Operator Z80 (Divisor) und das andere SG8 SEQ+Z37 den Operator Z81 (Dividend) enthält
[14] Wenn in SG8 SEQ+Z37 SG9 CCI+++Z86 CAV+Z82 (Faktor) vorhanden, darf es in dem Vorgang beliebig viele weitere SG8 SEQ+Z37 mit identischem Rechenschrittidentifikator und derselben Zeitraum-ID geben, die jedoch ausschließlich CAV+Z82 enthalten
[15] Wenn in einem SG5 IDE+24 nur eine SEQ+Z37 mit einer SG8 RFF+Z19 (Messlokation) und der selben Zeitraum-ID vorhanden ist"
Energieflussrichtung,98,SG9,,,,,,,Muss [7],[7] Wenn in derselben SG8 SEQ+Z37 das SG8 RFF+Z19 (Referenz auf eine Messlokation) vorhanden,,Energieflussrichtung,100,SG9,,,,,,,Muss [7],[7] Wenn in derselben SG8 SEQ+Z37 das SG8 RFF+Z19 (Referenz auf eine Messlokation) vorhanden
Energieflussrichtung,99,SG9,CCI,,00031,,,,Muss,,,Energieflussrichtung,101,SG9,CCI,,00034,,,,Muss,
Energieflussrichtung,100,SG9,CCI,7037,00031,Z87,,Energieflussrichtung,X,,,Energieflussrichtung,102,SG9,CCI,7037,00034,Z87,,Energieflussrichtung,X,
Energieflussrichtung,101,SG9,CAV,,00032,,,,Muss,,,Energieflussrichtung,103,SG9,CAV,,00035,,,,Muss,
Energieflussrichtung,102,SG9,CAV,7111,00032,Z71,,Verbrauch,X,,,Energieflussrichtung,104,SG9,CAV,7111,00035,Z71,,Verbrauch,X,
Energieflussrichtung,103,SG9,CAV,7111,,Z72,,Erzeugung,X,,,Energieflussrichtung,105,SG9,CAV,7111,,Z72,,Erzeugung,X,
Verlustfaktor Trafo,104,SG9,,,,,,,Soll [10] ∧ [7],"[7] Wenn in derselben SG8 SEQ+Z37 das SG8 RFF+Z19 (Referenz auf eine Messlokation) vorhanden
[10] wenn vorhanden",,Verlustfaktor Trafo,106,SG9,,,,,,,Soll [10] ∧ [7],"[7] Wenn in derselben SG8 SEQ+Z37 das SG8 RFF+Z19 (Referenz auf eine Messlokation) vorhanden
[10] wenn vorhanden"
Verlustfaktor Trafo,105,SG9,CCI,,00033,,,,Muss,,,Verlustfaktor Trafo,107,SG9,CCI,,00036,,,,Muss,
Verlustfaktor Trafo,106,SG9,CCI,7037,00033,Z16,,Verlustfaktor Trafo,X,,,Verlustfaktor Trafo,108,SG9,CCI,7037,00036,Z16,,Verlustfaktor Trafo,X,
Verlustfaktor Trafo,107,SG9,CAV,,00034,,,,Muss,,,Verlustfaktor Trafo,109,SG9,CAV,,00037,,,,Muss,
Verlustfaktor Trafo,108,SG9,CAV,7111,00034,Z28,,Verlustfaktor,X,,,Verlustfaktor Trafo,110,SG9,CAV,7111,00037,Z28,,Verlustfaktor,X,
Verlustfaktor Trafo,109,SG9,CAV,7110,00034,,,Verlustfaktor Trafo,X [912] ∧ [914] ∧ [915],"[912] Format: Wert kann mit maximal 6 Nachkommastellen angegeben werden
[914] Format: Möglicher Wert: > 0
[915] Format: Möglicher Wert: ≠ 1",,Verlustfaktor Trafo,111,SG9,CAV,7110,00037,,,Verlustfaktor Trafo,X [912] ∧ [914] ∧ [915],"[912] Format: Wert kann mit maximal 6 Nachkommastellen angegeben werden
[914] Format: Möglicher Wert: > 0
[915] Format: Möglicher Wert: ≠ 1"
Verlustfaktor Leitung,110,SG9,,,,,,,Soll [10] ∧ [7],"[7] Wenn in derselben SG8 SEQ+Z37 das SG8 RFF+Z19 (Referenz auf eine Messlokation) vorhanden
[10] wenn vorhanden",,Verlustfaktor Leitung,112,SG9,,,,,,,Soll [10] ∧ [7],"[7] Wenn in derselben SG8 SEQ+Z37 das SG8 RFF+Z19 (Referenz auf eine Messlokation) vorhanden
[10] wenn vorhanden"
Verlustfaktor Leitung,111,SG9,CCI,,00035,,,,Muss,,,Verlustfaktor Leitung,113,SG9,CCI,,00038,,,,Muss,
Verlustfaktor Leitung,112,SG9,CCI,7037,00035,ZB2,,Verlustfaktor Leitung,X,,,Verlustfaktor Leitung,114,SG9,CCI,7037,00038,ZB2,,Verlustfaktor Leitung,X,
Verlustfaktor Leitung,113,SG9,CAV,,00036,,,,Muss,,,Verlustfaktor Leitung,115,SG9,CAV,,00039,,,,Muss,
Verlustfaktor Leitung,114,SG9,CAV,7111,00036,Z28,,Verlustfaktor,X,,,Verlustfaktor Leitung,116,SG9,CAV,7111,00039,Z28,,Verlustfaktor,X,
Verlustfaktor Leitung,115,SG9,CAV,7110,00036,,,Verlustfaktor Leitung,X [912] ∧ [914] ∧ [915],"[912] Format: Wert kann mit maximal 6 Nachkommastellen angegeben werden
[914] Format: Möglicher Wert: > 0
[915] Format: Möglicher Wert: ≠ 1",,Verlustfaktor Leitung,117,SG9,CAV,7110,00039,,,Verlustfaktor Leitung,X [912] ∧ [914] ∧ [915],"[912] Format: Wert kann mit maximal 6 Nachkommastellen angegeben werden
[914] Format: Möglicher Wert: > 0
[915] Format: Möglicher Wert: ≠ 1"
Aufteilungsfaktor Energiemenge,116,SG9,,,,,,,Soll [10] ∧ [7],"[7] Wenn in derselben SG8 SEQ+Z37 das SG8 RFF+Z19 (Referenz auf eine Messlokation) vorhanden
[10] wenn vorhanden",,Aufteilungsfaktor Energiemenge,118,SG9,,,,,,,Soll [10] ∧ [7],"[7] Wenn in derselben SG8 SEQ+Z37 das SG8 RFF+Z19 (Referenz auf eine Messlokation) vorhanden
[10] wenn vorhanden"
Aufteilungsfaktor Energiemenge,117,SG9,CCI,,00037,,,,Muss,,,Aufteilungsfaktor Energiemenge,119,SG9,CCI,,00040,,,,Muss,
Aufteilungsfaktor Energiemenge,118,SG9,CCI,7037,00037,ZG6,,Aufteilungsfaktor Energiemenge,X,,,Aufteilungsfaktor Energiemenge,120,SG9,CCI,7037,00040,ZG6,,Aufteilungsfaktor Energiemenge,X,
Aufteilungsfaktor Energiemenge,119,SG9,CAV,,00038,,,,Muss,,,Aufteilungsfaktor Energiemenge,121,SG9,CAV,,00041,,,,Muss,
Aufteilungsfaktor Energiemenge,120,SG9,CAV,7111,00038,ZH6,,Aufteilungsfaktor Energiemenge,X,,,Aufteilungsfaktor Energiemenge,122,SG9,CAV,7111,00041,ZH6,,Aufteilungsfaktor Energiemenge,X,
Aufteilungsfaktor Energiemenge,121,SG9,CAV,7110,00038,,,Aufteilungsfaktor Energiemenge,X [914] ∧ [969] ∧ [912],"[912] Format: Wert kann mit maximal 6 Nachkommastellen angegeben werden
[914] Format: Möglicher Wert: > 0
[969] Format: Möglicher Wer: ≤ 1",,Aufteilungsfaktor Energiemenge,123,SG9,CAV,7110,00041,,,Aufteilungsfaktor Energiemenge,X [914] ∧ [969] ∧ [912],"[912] Format: Wert kann mit maximal 6 Nachkommastellen angegeben werden
[914] Format: Möglicher Wert: > 0
[969] Format: Möglicher Wer: ≤ 1"
Nachrichten-Endesegment,122,,UNT,,00064,,,,Muss,,,Nachrichten-Endesegment,124,,UNT,,00067,,,,Muss,
Nachrichten-Endesegment,123,,UNT,0074,00064,,,Anzahl der Segmente in einer Nachricht,X,,,Nachrichten-Endesegment,125,,UNT,0074,00067,,,Anzahl der Segmente in einer Nachricht,X,
Nachrichten-Endesegment,124,,UNT,0062,00064,,,Nachrichten-Referenznummer,X,,,Nachrichten-Endesegment,126,,UNT,0062,00067,,,Nachrichten-Referenznummer,X,
